bench,addr,generation,alloc_type,alloc_size,stores,pairs,silent,silent_frac,site
wrf,0xd4ef260,544,32bits,15336,11502,7668,6397,0.834246218049035,__module_mp_wsm5_MOD_wsm52d
wrf,0xd507aa0,236,32bits,7668,3402,1485,1485,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd922aa0,407,32bits,7884,17520,15549,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0dfe20,255,32bits,7668,3140,1223,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd1e8e0,64,32bits,7884,8122,6151,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xdd01440,230,32bits,7884,5913,3942,3392,0.8604769152714358,__module_bl_ysu_MOD_ysu2d
wrf,0xd91a560,167,32bits,7668,2700,783,546,0.6973180076628352,__module_mp_wsm5_MOD_wsm52d
wrf,0xd914400,159,32bits,7668,2243,326,236,0.7239263803680982,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505c40,219,32bits,7668,3461,1544,1544,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505d20,404,32bits,7668,5751,3834,3379,0.8813249869587898,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd12c20,269,32bits,7884,5913,3942,3351,0.850076103500761,__module_bl_ysu_MOD_ysu2d
wrf,0xdd1e8e0,82,32bits,7884,7913,5942,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ba780,25,32bits,7668,5751,3834,3488,0.909754825247783,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4fa6e0,571,32bits,15336,11502,7668,7333,0.9563119457485656,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505c40,71,32bits,7668,3417,1500,1500,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0dfe20,233,32bits,7668,2603,686,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd06b80,13,32bits,15336,11502,7668,7444,0.9707876890975482,__module_mp_wsm5_MOD_wsm52d
wrf,0xd914400,77,32bits,7668,2238,321,254,0.7912772585669782,__module_mp_wsm5_MOD_wsm52d
wrf,0xd91a560,82,32bits,7668,2700,783,556,0.7100893997445722,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0c28c0,226,32bits,7668,2072,155,155,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd010e0,29,32bits,15336,11502,7668,7570,0.9872196139801772,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505c40,348,32bits,7668,3304,1387,1387,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4fa6e0,330,32bits,15336,11502,7668,7039,0.9179707876890976,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd010e0,134,32bits,15336,11502,7668,7607,0.9920448617631716,__module_mp_wsm5_MOD_wsm52d
wrf,0xd922aa0,332,32bits,7884,17520,15549,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd505d20,414,32bits,7668,5751,3834,3349,0.8735002608242045,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0e5940,255,32bits,7668,2030,113,96,0.8495575221238938,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0eb460,74,32bits,15336,5751,1917,1568,0.8179447052686489,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4ef180,196,32bits,7668,2482,565,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4e1d60,153,32bits,15336,7810,3976,3209,0.807092555331992,__module_mp_wsm5_MOD_wsm52d
wrf,0xd516ce0,112,32bits,7884,3631,1733,356,0.2054241200230813,__module_bl_ysu_MOD_ysu2d
wrf,0xd516ce0,21,32bits,7884,3615,1717,364,0.2119976703552708,__module_bl_ysu_MOD_ysu2d
wrf,0xd505d20,541,32bits,7668,5751,3834,3369,0.878716744913928,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd010e0,11,32bits,15336,11502,7668,7540,0.9833072509128848,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4fa6e0,310,32bits,15336,11502,7668,7383,0.9628325508607198,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0dfe20,498,32bits,7668,2703,786,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0e5940,385,32bits,7668,2039,122,83,0.680327868852459,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd17ba0,73,32bits,7668,3577,1660,1660,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd17ba0,121,32bits,7668,3762,1845,1845,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0eb460,398,32bits,15336,5751,1917,1603,0.8362023995826813,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0dfe20,271,32bits,7668,3086,1169,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4fa6e0,155,32bits,15336,11502,7668,7276,0.9488784559207094,__module_mp_wsm5_MOD_wsm52d
wrf,0xd903200,18,32bits,7668,2268,351,284,0.8091168091168092,__module_mp_wsm5_MOD_wsm52d
wrf,0xf234920,95,32bits,551936,160490,37850,0,0.0,__module_advect_em_MOD_advect_scalar_pd
wrf,0xd505d20,547,32bits,7668,5751,3834,3406,0.8883672404799166,__module_mp_wsm5_MOD_wsm52d
wrf,0xd516ce0,589,32bits,7884,3562,1664,391,0.2349759615384615,__module_bl_ysu_MOD_ysu2d
wrf,0xd0dfe20,571,32bits,7668,3153,1236,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4ef260,334,32bits,15336,11502,7668,5737,0.7481742305685968,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd24a60,63,32bits,7884,2299,328,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4fa6e0,10,32bits,15336,11502,7668,7432,0.9692227438706312,__module_mp_wsm5_MOD_wsm52d
wrf,0xd516ce0,186,32bits,7884,3516,1618,364,0.2249690976514215,__module_bl_ysu_MOD_ysu2d
wrf,0xd505d20,128,32bits,7668,5751,3834,3182,0.8299426186750131,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0eb460,508,32bits,15336,5751,1917,1367,0.7130933750652061,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd24a60,122,32bits,7884,2294,323,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xf127060,476,32bits,505568,347706,229446,83247,0.3628173949426008,__module_em_MOD_rk_update_scalar
wrf,0xd516ce0,353,32bits,7884,3639,1741,349,0.2004595060310166,__module_bl_ysu_MOD_ysu2d
wrf,0xd914400,183,32bits,7668,2215,298,188,0.6308724832214765,__module_mp_wsm5_MOD_wsm52d
wrf,0xd91a560,244,32bits,7668,2565,648,549,0.8472222222222222,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0dfe20,432,32bits,7668,3166,1249,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd91a560,33,32bits,7668,2241,324,240,0.7407407407407407,__module_mp_wsm5_MOD_wsm52d
wrf,0xd90e8e0,86,32bits,7668,3834,1917,1917,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd507aa0,409,32bits,7668,3349,1432,1432,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4e1d60,237,32bits,15336,7810,3976,3337,0.8392857142857143,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0b8920,60,32bits,7668,3768,1851,1851,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd1e8e0,131,32bits,7884,7944,5973,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4ef260,262,32bits,15336,11502,7668,6218,0.8109024517475222,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd0c800,133,32bits,15336,11502,7668,6615,0.8626760563380281,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505d20,347,32bits,7668,5751,3834,3400,0.8868022952529995,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0ef0c0,331,32bits,15336,11502,7668,6980,0.9102764736567552,__module_mp_wsm5_MOD_wsm52d
wrf,0xd91a560,56,32bits,7668,2646,729,561,0.7695473251028807,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0dfe20,65,32bits,7668,2762,845,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505c40,475,32bits,7668,3288,1371,1371,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0ef0c0,516,32bits,15336,11502,7668,7339,0.957094418362024,__module_mp_wsm5_MOD_wsm52d
wrf,0xd507aa0,204,32bits,7668,3442,1525,1525,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4e1d60,144,32bits,15336,7810,3976,3019,0.7593058350100603,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4fa6e0,500,32bits,15336,11502,7668,7354,0.9590505998956704,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505c40,140,32bits,7668,3553,1636,1636,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd12c20,192,32bits,7884,5913,3942,3436,0.8716387620497209,__module_bl_ysu_MOD_ysu2d
wrf,0xd0dfe20,90,32bits,7668,2617,700,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xf234920,101,32bits,551936,123938,1298,0,0.0,__module_advect_em_MOD_advect_scalar_pd
wrf,0xd4fa6e0,331,32bits,15336,11502,7668,6958,0.9074074074074074,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0ef0c0,367,32bits,15336,11502,7668,7290,0.9507042253521126,__module_mp_wsm5_MOD_wsm52d
wrf,0xd516ce0,267,32bits,7884,3602,1704,322,0.1889671361502347,__module_bl_ysu_MOD_ysu2d
wrf,0xd516ce0,404,32bits,7884,3465,1567,409,0.2610082961072112,__module_bl_ysu_MOD_ysu2d
wrf,0xd505d20,468,32bits,7668,5751,3834,3340,0.8711528429838289,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505d20,396,32bits,7668,5751,3834,3385,0.8828899321857069,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd0c5c0,140,32bits,15336,11502,7668,7499,0.977960354720918,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0b5540,56,32bits,7884,3942,1971,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4ef260,529,32bits,15336,11502,7668,6171,0.804773082942097,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0eb460,173,32bits,15336,5751,1917,1592,0.8304642670839854,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd1e8e0,60,32bits,7884,7914,5943,1,0.000168265185933,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,219,32bits,7884,17520,15549,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xdd1b860,102,32bits,7668,5751,3834,3342,0.8716744913928013,__module_mp_wsm5_MOD_wsm52d
wrf,0xd914400,11,32bits,7668,2065,148,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0dfe20,53,32bits,7668,3114,1197,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4ef180,444,32bits,7668,2633,716,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd507aa0,504,32bits,7668,3121,1204,1204,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4f6b00,68,32bits,15336,11502,7668,7412,0.9666145018257696,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505c40,276,32bits,7668,3415,1498,1498,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0ef0c0,167,32bits,15336,11502,7668,7445,0.9709181011997914,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4ef260,428,32bits,15336,11502,7668,6396,0.8341158059467919,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4fa6e0,497,32bits,15336,11502,7668,7092,0.9248826291079812,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0dfe20,125,32bits,7668,3036,1119,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0e5940,532,32bits,7668,2081,164,99,0.6036585365853658,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4e1d60,152,32bits,15336,7810,3976,3349,0.8423038229376257,__module_mp_wsm5_MOD_wsm52d
wrf,0xf127060,502,32bits,505568,347706,229446,118260,0.5154153918569075,__module_em_MOD_rk_update_scalar
wrf,0xd0e5940,233,32bits,7668,2001,84,73,0.8690476190476191,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4f6b00,428,32bits,15336,11502,7668,7384,0.9629629629629628,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4ef180,412,32bits,7668,2488,571,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd0c5c0,139,32bits,15336,11502,7668,7537,0.9829160146061554,__module_mp_wsm5_MOD_wsm52d
wrf,0xf127060,475,32bits,505568,347706,229446,171885,0.7491305143693942,__module_em_MOD_rk_update_scalar
wrf,0xd0eb460,253,32bits,15336,5751,1917,1641,0.8560250391236307,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4fa6e0,206,32bits,15336,11502,7668,7343,0.9576160667709964,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd010e0,53,32bits,15336,11502,7668,7534,0.9825247782994262,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4ef260,560,32bits,15336,11502,7668,5990,0.7811684924360981,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505d20,96,32bits,7668,5751,3834,3351,0.8740219092331768,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0dfe20,157,32bits,7668,3290,1373,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0e5940,313,32bits,7668,2053,136,115,0.8455882352941176,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0ad3c0,112,32bits,15336,11502,7668,7542,0.9835680751173708,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4ef260,467,32bits,15336,11502,7668,6315,0.8235524256651017,__module_mp_wsm5_MOD_wsm52d
wrf,0xd903200,78,32bits,7668,2700,783,578,0.7381864623243933,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505d20,534,32bits,7668,5751,3834,3082,0.8038601982263954,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0eb460,342,32bits,15336,5751,1917,1615,0.8424621804903495,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505c40,86,32bits,7668,3573,1656,1656,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0b8920,2,32bits,7668,3834,1917,1917,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0c28c0,160,32bits,7668,2127,210,210,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0c28c0,123,32bits,7668,3186,1269,699,0.5508274231678487,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0ef0c0,447,32bits,15336,11502,7668,6998,0.912623891497131,__module_mp_wsm5_MOD_wsm52d
wrf,0xd51cb80,5,32bits,23856,6437,2057,2057,1.0,solve_em_
wrf,0xd0eb460,229,32bits,15336,5751,1917,1607,0.8382889932185706,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4d6b40,9,32bits,8288,112464,110448,0,0.0,__module_advect_em_MOD_advect_u
wrf,0xd505c40,391,32bits,7668,3340,1423,1423,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505d20,38,32bits,7668,5751,3834,3389,0.8839332290036516,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0eb460,56,32bits,15336,5751,1917,1628,0.8492436098069901,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4fa6e0,196,32bits,15336,11502,7668,7391,0.9638758476786646,__module_mp_wsm5_MOD_wsm52d
wrf,0xd507aa0,490,32bits,7668,3263,1346,1346,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd01440,80,32bits,7884,5913,3942,3405,0.8637747336377474,__module_bl_ysu_MOD_ysu2d
wrf,0xdd010e0,136,32bits,15336,11502,7668,7540,0.9833072509128848,__module_mp_wsm5_MOD_wsm52d
wrf,0xd516ce0,109,32bits,7884,3576,1678,395,0.235399284862932,__module_bl_ysu_MOD_ysu2d
wrf,0xd0e5940,267,32bits,7668,2028,111,92,0.8288288288288288,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505c40,506,32bits,7668,3280,1363,1363,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd507aa0,257,32bits,7668,3309,1392,1392,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4ef180,475,32bits,7668,2727,810,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd507aa0,518,32bits,7668,3287,1370,1370,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0c4720,73,32bits,7668,1986,69,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4f6b00,444,32bits,15336,11502,7668,7259,0.946661450182577,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505c40,363,32bits,7668,3381,1464,1464,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd06b80,73,32bits,15336,11502,7668,7533,0.9823943661971832,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505d20,11,32bits,7668,5751,3834,3304,0.8617631716223265,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd17ba0,57,32bits,7668,3657,1740,1740,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0ad3c0,94,32bits,15336,11502,7668,7668,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4e1d60,416,32bits,15336,7810,3976,2759,0.6939134808853119,__module_mp_wsm5_MOD_wsm52d
wrf,0xd507aa0,228,32bits,7668,3309,1392,1392,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0ef0c0,254,32bits,15336,11502,7668,7434,0.9694835680751174,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0e5940,119,32bits,7668,2040,123,73,0.5934959349593496,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4ef260,166,32bits,15336,11502,7668,6516,0.8497652582159625,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4ef260,513,32bits,15336,11502,7668,6323,0.8245957224830465,__module_mp_wsm5_MOD_wsm52d
wrf,0xd507aa0,443,32bits,7668,3215,1298,1298,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4fa6e0,535,32bits,15336,11502,7668,7042,0.9183620239958268,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505c40,484,32bits,7668,3486,1569,1569,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd5cff80,1,32bits,667968,237944,115304,101,0.0008759453271352,solve_em_
wrf,0xd922aa0,52,32bits,7884,17520,15549,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,239,32bits,7884,17520,15549,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd903200,260,32bits,7668,2916,999,608,0.6086086086086087,__module_mp_wsm5_MOD_wsm52d
wrf,0xd507aa0,530,32bits,7668,3179,1262,1262,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd91a560,124,32bits,7668,2079,162,144,0.8888888888888888,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd01440,248,32bits,7884,5913,3942,3254,0.8254693049213597,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,571,32bits,7884,17520,15549,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4e1d60,339,32bits,15336,7810,3976,3080,0.7746478873239436,__module_mp_wsm5_MOD_wsm52d
wrf,0xd903200,164,32bits,7668,3186,1269,971,0.7651694247438928,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4fa6e0,401,32bits,15336,11502,7668,7285,0.9500521648408972,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4f6b00,534,32bits,15336,11502,7668,7021,0.915623369848722,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4ef180,10,32bits,7668,2228,311,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4e1d60,193,32bits,15336,7810,3976,3054,0.7681086519114688,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4f6b00,452,32bits,15336,11502,7668,7263,0.9471830985915493,__module_mp_wsm5_MOD_wsm52d
wrf,0xd516ce0,217,32bits,7884,3531,1633,390,0.2388242498469075,__module_bl_ysu_MOD_ysu2d
wrf,0xd0c28c0,87,32bits,7668,3834,1917,935,0.4877412623891497,__module_mp_wsm5_MOD_wsm52d
wrf,0xd507aa0,233,32bits,7668,3431,1514,1514,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0dfe20,256,32bits,7668,3104,1187,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd0c800,6,32bits,15336,11502,7668,7630,0.9950443401147626,__module_mp_wsm5_MOD_wsm52d
wrf,0xd91a560,85,32bits,7668,2781,864,628,0.7268518518518519,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4ef180,25,32bits,7668,2442,525,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd516ce0,503,32bits,7884,3637,1739,349,0.2006900517538815,__module_bl_ysu_MOD_ysu2d
wrf,0xdd17ba0,96,32bits,7668,3676,1759,1759,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505c40,449,32bits,7668,3317,1400,1400,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0e5940,358,32bits,7668,2107,190,115,0.6052631578947368,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd0c5c0,108,32bits,15336,11502,7668,7616,0.9932185706833594,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd12c20,114,32bits,7884,5913,3942,3353,0.8505834601725013,__module_bl_ysu_MOD_ysu2d
wrf,0xdd1e8e0,30,32bits,7884,7917,5946,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0c28c0,78,32bits,7668,2476,559,559,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4ef180,108,32bits,7668,2465,548,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd24a60,131,32bits,7884,2478,507,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd505c40,315,32bits,7668,3542,1625,1625,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0e5940,129,32bits,7668,2088,171,106,0.6198830409356725,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4fa6e0,563,32bits,15336,11502,7668,6923,0.9028429838288992,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0c4720,75,32bits,7668,1997,80,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4f6b00,369,32bits,15336,11502,7668,7371,0.9612676056338028,__module_mp_wsm5_MOD_wsm52d
wrf,0xd507aa0,473,32bits,7668,3170,1253,1253,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd922aa0,405,32bits,7884,17520,15549,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xdd12c20,270,32bits,7884,5913,3942,3337,0.8465246067985794,__module_bl_ysu_MOD_ysu2d
wrf,0xd4e1d60,521,32bits,15336,7810,3976,2939,0.739185110663984,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505c40,255,32bits,7668,3537,1620,1620,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0b5540,118,32bits,7884,3942,1971,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd516ce0,506,32bits,7884,3619,1721,316,0.1836141778036025,__module_bl_ysu_MOD_ysu2d
wrf,0xd4d6ac0,1,32bits,8288,112128,110084,0,0.0,__module_advect_em_MOD_advect_v
wrf,0xd0b8920,71,32bits,7668,3538,1621,1621,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4ef180,86,32bits,7668,2755,838,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xb0dd480,1,32bits,23856,163284,157320,900,0.005720823798627,__module_alloc_space_2_MOD_alloc_space_field_core_2
wrf,0xdd0c5c0,96,32bits,15336,11502,7668,7581,0.9886541471048512,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0eb460,289,32bits,15336,5751,1917,1584,0.8262910798122066,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0ba780,16,32bits,7668,5751,3834,3470,0.9050599895670318,__module_mp_wsm5_MOD_wsm52d
wrf,0xf127060,539,32bits,505568,347706,229446,125948,0.5489221864839657,__module_em_MOD_rk_update_scalar
wrf,0xdd06b80,40,32bits,15336,11502,7668,7428,0.9687010954616588,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4ef260,61,32bits,15336,11502,7668,6653,0.8676317162232655,__module_mp_wsm5_MOD_wsm52d
wrf,0xd922aa0,95,32bits,7884,17520,15549,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4ef180,401,32bits,7668,2489,572,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xe456880,20,32bits,667968,471776,345384,99821,0.2890145461283672,solve_em_
wrf,0xd4fa6e0,224,32bits,15336,11502,7668,7426,0.9684402712571728,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0e5940,84,32bits,7668,2016,99,83,0.8383838383838383,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0dfe20,109,32bits,7668,3103,1186,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505d20,328,32bits,7668,5751,3834,3284,0.856546687532603,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4e1d60,91,32bits,15336,7810,3976,3428,0.8621730382293763,__module_mp_wsm5_MOD_wsm52d
wrf,0xd507aa0,550,32bits,7668,3129,1212,1212,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4fa6e0,327,32bits,15336,11502,7668,7353,0.9589201877934272,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4e1d60,240,32bits,15336,7810,3976,3182,0.8003018108651911,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd17ba0,44,32bits,7668,3667,1750,1750,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4ef180,530,32bits,7668,2633,716,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505c40,502,32bits,7668,3371,1454,1454,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0dfe20,48,32bits,7668,3101,1184,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0b5540,83,32bits,7884,3942,1971,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xdd1b860,134,32bits,7668,5751,3834,3441,0.8974960876369327,__module_mp_wsm5_MOD_wsm52d
wrf,0xd90e8e0,144,32bits,7668,3834,1917,1917,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0c28c0,104,32bits,7668,2112,195,195,1.0,__module_mp_wsm5_MOD_wsm52d
wrf,0xd0eb460,521,32bits,15336,5751,1917,1582,0.8252477829942618,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd06b80,52,32bits,15336,11502,7668,7516,0.9801773604590506,__module_mp_wsm5_MOD_wsm52d
wrf,0xd4fa6e0,134,32bits,15336,11502,7668,7411,0.9664840897235264,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd12c20,70,32bits,7884,5913,3942,3281,0.8323186199898529,__module_bl_ysu_MOD_ysu2d
wrf,0xd0dfe20,367,32bits,7668,3130,1213,0,0.0,__module_mp_wsm5_MOD_wsm52d
wrf,0x5ec8060,1,32bits,39760,18340,8400,300,0.0357142857142857,__module_alloc_space_0_MOD_alloc_space_field_core_0
wrf,0xd922aa0,109,32bits,7884,17520,15549,0,0.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd91a560,159,32bits,7668,2619,702,409,0.5826210826210826,__module_mp_wsm5_MOD_wsm52d
wrf,0xd505d20,369,32bits,7668,5751,3834,3465,0.903755868544601,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd0c800,20,32bits,15336,11502,7668,7483,0.9758737610850288,__module_mp_wsm5_MOD_wsm52d
wrf,0xdd24a60,102,32bits,7884,2492,521,0,0.0,__module_bl_ysu_MOD_ysu2d
